annotation;enumeration_value
Хомутовское муниципальное, Иркутское районное муниципальное, Иркутская область;38:85:2
Большеголоустненское, Голоустненское, Иркутская область;38:8:1
Малоголоустненское, Голоустненское, Иркутская область;38:8:2
Жигаловское, Жигаловское, Иркутская область;38:9:1
Третье, Жигаловское, Иркутская область;38:9:10
Четвертое, Жигаловское, Иркутская область;38:9:11
Шестое, Жигаловское, Иркутская область;38:9:12
Тутурское, Жигаловское, Иркутская область;38:9:2
Восьмое, Жигаловское, Иркутская область;38:9:3
Второе, Жигаловское, Иркутская область;38:9:4
Девятое, Жигаловское, Иркутская область;38:9:5
Орленгское, Жигаловское, Иркутская область;38:9:6
Первое, Жигаловское, Иркутская область;38:9:7
Пятое, Жигаловское, Иркутская область;38:9:8
Седьмое, Жигаловское, Иркутская область;38:9:9
«Золотые дюны», Национальный парк «Куршская коса», Калининградская область;39:10:1
«Зеленоградское», Национальный парк «Куршская коса», Калининградская область;39:10:2
Прибрежное, Калининградское городское лесничество, Калининградская область;39:13:1
Чкаловское, Калининградское городское лесничество, Калининградская область;39:13:2
Космодемьянское, Калининградское городское лесничество, Калининградская область;39:13:3
Багратионовское, Багратионовское, Калининградская область;39:1:1
Ладушкинское, Багратионовское, Калининградская область;39:1:2
Новоселовское, Багратионовское, Калининградская область;39:1:3
Октябрьское, Багратионовское, Калининградская область;39:1:4
Пионерское, Пионерское городское лесничество, Калининградская область;39:28:1
Гвардейское, Гвардейское, Калининградская область;39:2:1
Новодеревенское, Гвардейское, Калининградская область;39:2:2
Первомайское, Гвардейское, Калининградская область;39:2:3
Придорожное, Гвардейское, Калининградская область;39:2:4
Домновское, Железнодорожное, Калининградская область;39:3:1
Железнодорожное, Железнодорожное, Калининградская область;39:3:2
Ново-Бобруйское, Железнодорожное, Калининградская область;39:3:3
Правдинское, Железнодорожное, Калининградская область;39:3:4
Фрунзенское, Железнодорожное, Калининградская область;39:3:5
Балтийское, Калининградское, Калининградская область;39:4:1
Западное, Калининградское, Калининградская область;39:4:2
Матросовское, Калининградское, Калининградская область;39:4:3
Переславское, Калининградское, Калининградская область;39:4:4
Романовское, Калининградское, Калининградская область;39:4:5
Светлогорское, Калининградское, Калининградская область;39:4:6
Северное, Калининградское, Калининградская область;39:4:7
Семеновское, Калининградское, Калининградская область;39:4:8
Верхне-Неманское, Краснознаменское, Калининградская область;39:5:1
Краснознаменское, Краснознаменское, Калининградская область;39:5:2
Мичуринское, Краснознаменское, Калининградская область;39:5:3
Неманское, Краснознаменское, Калининградская область;39:5:4
Подгородненское, Краснознаменское, Калининградская область;39:5:5
Боровское, Нестеровское, Калининградская область;39:6:1
Краснолесское, Нестеровское, Калининградская область;39:6:2
Озерское, Нестеровское, Калининградская область;39:6:3
Пограничное, Нестеровское, Калининградская область;39:6:4
Токаревское, Нестеровское, Калининградская область;39:6:5
Чистопрудненское, Нестеровское, Калининградская область;39:6:6
Залесовское, Полесское, Калининградская область;39:7:1
Ильичевское, Полесское, Калининградская область;39:7:2
Калининское, Полесское, Калининградская область;39:7:3
Полесское, Полесское, Калининградская область;39:7:4
Саранское, Полесское, Калининградская область;39:7:5
Славянское, Полесское, Калининградская область;39:7:6
Сосновское, Полесское, Калининградская область;39:7:7
Большаковское, Славское, Калининградская область;39:8:1
Заповедненское, Славское, Калининградская область;39:8:2
Моховое, Славское, Калининградская область;39:8:3
Славское, Славское, Калининградская область;39:8:4
Ясновское, Славское, Калининградская область;39:8:5
Бережковское, Черняховское, Калининградская область;39:9:1
Гремяченское, Черняховское, Калининградская область;39:9:2
Двуреченское, Черняховское, Калининградская область;39:9:3
Каменское, Черняховское, Калининградская область;39:9:4
Краснополянское, Черняховское, Калининградская область;39:9:5
Майское, Черняховское, Калининградская область;39:9:6
Нагорное, Черняховское, Калининградская область;39:9:7
Красноборское, Куйбышевское, Калужская область;40:10:1
Кузьминичское, Куйбышевское, Калужская область;40:10:2
Раменное, Куйбышевское, Калужская область;40:10:3
Тимирязевское, Куйбышевское, Калужская область;40:10:4
Троицкое, Куйбышевское, Калужская область;40:10:5
Феликсовское, Куйбышевское, Калужская область;40:10:6
Бережковское, Людиновское, Калужская область;40:11:1
Космачевское, Людиновское, Калужская область;40:11:2
Людиновское, Людиновское, Калужская область;40:11:3
Радомичское, Людиновское, Калужская область;40:11:4
Савинское, Людиновское, Калужская область;40:11:5
Бабаевское, Малоярославецкое, Калужская область;40:12:1
Детчинское, Малоярославецкое, Калужская область;40:12:2
Ильинское, Малоярославецкое, Калужская область;40:12:3
Малоярославецкое, Малоярославецкое, Калужская область;40:12:4
Неделинское, Малоярославецкое, Калужская область;40:12:5
Кременское, Медынское, Калужская область;40:13:1
Медынское, Медынское, Калужская область;40:13:2
Передельское, Медынское, Калужская область;40:13:3
Шанско-Заводское, Медынское, Калужская область;40:13:4
Барятинское, Мещовское, Калужская область;40:14:1
Дабужское, Мещовское, Калужская область;40:14:2
Мещовское, Мещовское, Калужская область;40:14:3
Подкопаевское, Мещовское, Калужская область;40:14:4
Сухиничское, Мещовское, Калужская область;40:14:5
Барятинское, Спас-Деменское, Калужская область;40:15:1
Милятинское, Спас-Деменское, Калужская область;40:15:2
Ново-Александровское, Спас-Деменское, Калужская область;40:15:3
Павлиновское, Спас-Деменское, Калужская область;40:15:4
Пригородное, Спас-Деменское, Калужская область;40:15:5
Спас-Деменское, Спас-Деменское, Калужская область;40:15:6
Дудоровское, Ульяновское, Калужская область;40:16:1
Кцынское, Ульяновское, Калужская область;40:16:2
Ленинское, Ульяновское, Калужская область;40:16:3
Ульяновское, Ульяновское, Калужская область;40:16:4
Хотьковское, Ульяновское, Калужская область;40:16:5
Барятинское, Ферзиковское, Калужская область;40:17:1
Дугнинское, Ферзиковское, Калужская область;40:17:2
Слободское, Ферзиковское, Калужская область;40:17:3
Тарусское, Ферзиковское, Калужская область;40:17:4
Ферзиковское, Ферзиковское, Калужская область;40:17:5
Долговское, Юхновское, Калужская область;40:18:1
Заресское, Юхновское, Калужская область;40:18:2
Крюковское, Юхновское, Калужская область;40:18:3
Мосальское, Юхновское, Калужская область;40:18:4
Подсосонское, Юхновское, Калужская область;40:18:5
Щелкановское, Юхновское, Калужская область;40:18:6
Юхновское, Юхновское, Калужская область;40:18:7
Северный участок, ГПЗ Калужские Засеки, Калужская область;40:19:1
Южный участок, ГПЗ Калужские Засеки, Калужская область;40:19:2
Балабановское, Боровское, Калужская область;40:1:1
Боровское, Боровское, Калужская область;40:1:2
Тишневское, Боровское, Калужская область;40:1:3
Кондровское, Дзержинское, Калужская область;40:2:1
Льва-Толстовское, Дзержинское, Калужская область;40:2:2
Озеренское, Дзержинское, Калужская область;40:2:3
Остроженское, Дзержинское, Калужская область;40:2:4
Брынское, Думиничское, Калужская область;40:3:1
Высокское, Думиничское, Калужская область;40:3:2
Думиничское, Думиничское, Калужская область;40:3:3
Маклаковское, Думиничское, Калужская область;40:3:4
Паликское, Думиничское, Калужская область;40:3:5
Еленское, Еленское, Калужская область;40:4:1
Старосельское, Еленское, Калужская область;40:4:2
Троснянское, Еленское, Калужская область;40:4:3
Тургеневское, Еленское, Калужская область;40:4:4
Хвастовичское, Еленское, Калужская область;40:4:5
Болвинское, Жиздринское, Калужская область;40:5:1
Жиздринское, Жиздринское, Калужская область;40:5:2
Зикеевское, Жиздринское, Калужская область;40:5:3
Огорское, Жиздринское, Калужская область;40:5:4
Судимирское, Жиздринское, Калужская область;40:5:5
Воробьевское, Жуковское, Калужская область;40:6:1
Зареченское, Жуковское, Калужская область;40:6:2
Угодско-Заводское, Жуковское, Калужская область;40:6:3
Износковское, Износковское, Калужская область;40:7:1
Мятлевское, Износковское, Калужская область;40:7:2
Тюрмеровское, Износковское, Калужская область;40:7:3
Шанско-Заводское, Износковское, Калужская область;40:7:4
Желовское, Калужское, Калужская область;40:8:1
Пригородное, Калужское, Калужская область;40:8:2
Приокское, Калужское, Калужская область;40:8:3
Рожковское, Калужское, Калужская область;40:8:4
Волконское, Козельское, Калужская область;40:9:1
Каменское, Козельское, Калужская область;40:9:2
Лихвинское, Козельское, Калужская область;40:9:3
Сосенское, Козельское, Калужская область;40:9:4
Атласовское, Атласовское, Камчатский край;41:1:1
Лазовское, Атласовское, Камчатский край;41:1:2
Щапинское, Атласовское, Камчатский край;41:1:3
Анавгайское, Быстринское, Камчатский край;41:2:1
Эссовское, Быстринское, Камчатский край;41:2:2
Елизовское, Елизовское, Камчатский край;41:3:1
Корякское, Елизовское, Камчатский край;41:3:2
Начикинское, Елизовское, Камчатский край;41:3:3
Паратунское, Елизовское, Камчатский край;41:3:4
Петропавловское, Елизовское, Камчатский край;41:3:5
Южное, Елизовское, Камчатский край;41:3:6
Ключевское, Ключевское, Камчатский край;41:4:1
Козыревское, Ключевское, Камчатский край;41:4:2
Крапивненское, Ключевское, Камчатский край;41:4:3
Майское, Ключевское, Камчатский край;41:4:4
Карагинское, Корякское, Камчатский край;41:5:1
Олюторское, Корякское, Камчатский край;41:5:2
Паланское, Корякское, Камчатский край;41:5:3
Пенжинское, Корякское, Камчатский край;41:5:4
Тигильское, Корякское, Камчатский край;41:5:5
Усть-Хайрюзовское, Корякское, Камчатский край;41:5:6
Долиновское, Мильковское, Камчатский край;41:6:1
Мильковское, Мильковское, Камчатский край;41:6:2
Шаромское, Мильковское, Камчатский край;41:6:3
Апачинское, Усть-Большерецкое, Камчатский край;41:7:1
Соболевское, Усть-Большерецкое, Камчатский край;41:7:2
Усть-Большерецкое, Усть-Большерецкое, Камчатский край;41:7:3
Кроноцкое, ГПБЗ Кроноцкий, Камчатский край;41:9:1
Лазовское, ГПБЗ Кроноцкий, Камчатский край;41:9:2
Озерно-Кроноцкое, ГПБЗ Кроноцкий, Камчатский край;41:9:3
Семячикское, ГПБЗ Кроноцкий, Камчатский край;41:9:4
Чажминское, ГПБЗ Кроноцкий, Камчатский край;41:9:5
Ерунаковское, Новокузнецкое, Кемеровская область;42:10:1
Есаульское, Новокузнецкое, Кемеровская область;42:10:2
Костенковское, Новокузнецкое, Кемеровская область;42:10:3
Пригородное, Новокузнецкое, Кемеровская область;42:10:4
Терсинское, Новокузнецкое, Кемеровская область;42:10:5
Чистогривенское, Новокузнецкое, Кемеровская область;42:10:6
Еловское, Прокопьевское, Кемеровская область;42:11:1
Керлегешское, Прокопьевское, Кемеровская область;42:11:2
Михайловское, Прокопьевское, Кемеровская область;42:11:3
Терешское, Прокопьевское, Кемеровская область;42:11:4
Вагановское, Промышленновское, Кемеровская область;42:12:1
Краснинское, Промышленновское, Кемеровская область;42:12:2
Ленинск-Кузнецкое, Промышленновское, Кемеровская область;42:12:3
Падунское, Промышленновское, Кемеровская область;42:12:4
Промышленновское, Промышленновское, Кемеровская область;42:12:5
Алтамашское, Таштагольское, Кемеровская область;42:13:1
Кабырзинское, Таштагольское, Кемеровская область;42:13:2
Таштагольское, Таштагольское, Кемеровская область;42:13:3
Темиртаусское, Таштагольское, Кемеровская область;42:13:4
Чугунашское, Таштагольское, Кемеровская область;42:13:5
Шалымское, Таштагольское, Кемеровская область;42:13:6
Берекульское, Тисульское, Кемеровская область;42:14:1
Комсомольское, Тисульское, Кемеровская область;42:14:2
Макаракское, Тисульское, Кемеровская область;42:14:3
Первомайское, Тисульское, Кемеровская область;42:14:4
Тисульское, Тисульское, Кемеровская область;42:14:5
Центральное, Тисульское, Кемеровская область;42:14:6
Бороковское, Тяжинское, Кемеровская область;42:15:1
Даниловское, Тяжинское, Кемеровская область;42:15:2
Итатское, Тяжинское, Кемеровская область;42:15:3
Черемшанское, Тяжинское, Кемеровская область;42:15:4
Николаевское, Чебулинское, Кемеровская область;42:16:1
Чебулинское, Чебулинское, Кемеровская область;42:16:2
Чумайское, Чебулинское, Кемеровская область;42:16:3
Зарубинское, Юргинское, Кемеровская область;42:17:1
Новоромановское, Юргинское, Кемеровская область;42:17:2
Проскоковское, Юргинское, Кемеровская область;42:17:3
Топкинское, Юргинское, Кемеровская область;42:17:4
Шишинское, Юргинское, Кемеровская область;42:17:5
Анжерское, Яйское, Кемеровская область;42:18:1
Лебедянское, Яйское, Кемеровская область;42:18:2
Яйское, Яйское, Кемеровская область;42:18:3
Пачинское, Яшкинское, Кемеровская область;42:19:1
Пашковское, Яшкинское, Кемеровская область;42:19:2
Сурановское, Яшкинское, Кемеровская область;42:19:3
Тайгинское, Яшкинское, Кемеровская область;42:19:4
Яшкинское, Яшкинское, Кемеровская область;42:19:5
Бачатское, Беловское, Кемеровская область;42:1:1
Евтинское, Беловское, Кемеровская область;42:1:2
Каралдинское, Беловское, Кемеровская область;42:1:3
Менчерепское, Беловское, Кемеровская область;42:1:4
Чекмаревское, Беловское, Кемеровская область;42:1:5
Чигирское, Беловское, Кемеровская область;42:1:6
Городские леса, Городские леса Тайгинского городского округа, Кемеровская область;42:26:1
Бирюлинское, Гурьевское, Кемеровская область;42:2:1
Гавриловское, Гурьевское, Кемеровская область;42:2:2
Касьминское, Гурьевское, Кемеровская область;42:2:3
Салаирское, Гурьевское, Кемеровская область;42:2:4
Ижморское, Ижморское, Кемеровская область;42:3:1
Красноярское, Ижморское, Кемеровская область;42:3:2
Святославское, Ижморское, Кемеровская область;42:3:3
Барановское, Кемеровское, Кемеровская область;42:4:1
Барзасское, Кемеровское, Кемеровская область;42:4:2
Елыкаевское, Кемеровское, Кемеровская область;42:4:3
Мазуровское, Кемеровское, Кемеровская область;42:4:4
Невское, Кемеровское, Кемеровская область;42:4:5
Промышленновское, Кемеровское, Кемеровская область;42:4:6
Аило-Атынаковское, Крапивинское, Кемеровская область;42:5:1
Ивановское, Крапивинское, Кемеровская область;42:5:2
Крапивинское, Крапивинское, Кемеровская область;42:5:3
Медвежское, Крапивинское, Кемеровская область;42:5:4
Калтанское, Кузедеевское, Кемеровская область;42:6:1
Кузедеевское, Кузедеевское, Кемеровская область;42:6:2
Даниловское, Мариинское, Кемеровская область;42:7:1
Закийское, Мариинское, Кемеровская область;42:7:2
Комиссаровское, Мариинское, Кемеровская область;42:7:3
Сельское, Мариинское, Кемеровская область;42:7:4
Таежно-Михайловское, Мариинское, Кемеровская область;42:7:5
Тонгульское, Мариинское, Кемеровская область;42:7:6
Майзасское, Междуреченское, Кемеровская область;42:8:1
Междуреченское, Междуреченское, Кемеровская область;42:8:2
Ольжерасское, Междуреченское, Кемеровская область;42:8:3
Поднебесные зубья, Междуреченское, Кемеровская область;42:8:4
Тебинское, Междуреченское, Кемеровская область;42:8:5
Хомутовское, Междуреченское, Кемеровская область;42:8:6
Мысковское, Мысковское, Кемеровская область;42:9:1
Ташелгинское, Мысковское, Кемеровская область;42:9:2
Тутуясское, Мысковское, Кемеровская область;42:9:3
Чуазасское, Мысковское, Кемеровская область;42:9:4
Ломиковское, Кильмезское, Кировская область;43:10:1
Микваровское, Кильмезское, Кировская область;43:10:2
Рыбно-Ватажское, Кильмезское, Кировская область;43:10:3
Северное сельское, Кильмезское, Кировская область;43:10:4
Селинское, Кильмезское, Кировская область;43:10:5
Троицкое, Кильмезское, Кировская область;43:10:6
Южное сельское, Кильмезское, Кировская область;43:10:7
Заречное, Кирово-Чепецкое, Кировская область;43:11:1
Поломское, Кирово-Чепецкое, Кировская область;43:11:2
Филипповское, Кирово-Чепецкое, Кировская область;43:11:3
Барановское, Кирсинское, Кировская область;43:12:1
Кирсинское, Кирсинское, Кировская область;43:12:2
Пещерское, Кирсинское, Кировская область;43:12:3
Вишкильское, Котельничское, Кировская область;43:13:1
Чистопольское, Котельничское, Кировская область;43:13:10
Щенниковское, Котельничское, Кировская область;43:13:11
Ежихинское, Котельничское, Кировская область;43:13:2
Иготинское, Котельничское, Кировская область;43:13:3
Котельничское, Котельничское, Кировская область;43:13:4
Котельничское сельское, Котельничское, Кировская область;43:13:5
Макарьевское, Котельничское, Кировская область;43:13:6
Макарьевское сельское, Котельничское, Кировская область;43:13:7
Сюзюмское, Котельничское, Кировская область;43:13:8
Черновское, Котельничское, Кировская область;43:13:9
Верхобыстрицкое, Куменское, Кировская область;43:14:1
Речное, Куменское, Кировская область;43:14:10
Сунское, Куменское, Кировская область;43:14:11
Сунское сельское, Куменское, Кировская область;43:14:12
Верхобыстрицкое сельское, Куменское, Кировская область;43:14:2
Верхосунское, Куменское, Кировская область;43:14:3
Вожгальское, Куменское, Кировская область;43:14:4
Куменское, Куменское, Кировская область;43:14:5
Куменское сельское, Куменское, Кировская область;43:14:6
Муринское, Куменское, Кировская область;43:14:7
Нижнеивкинское, Куменское, Кировская область;43:14:8
Плотниковское сельское, Куменское, Кировская область;43:14:9
Аникинское, Лузское, Кировская область;43:15:1
Вымское, Лузское, Кировская область;43:15:2
Лальское, Лузское, Кировская область;43:15:3
Лальское сельское, Лузское, Кировская область;43:15:4
Лузское, Лузское, Кировская область;43:15:5
Лузское сельское, Лузское, Кировская область;43:15:6
Папуловское, Лузское, Кировская область;43:15:7
Папуловское сельское, Лузское, Кировская область;43:15:8
Христофоровское, Лузское, Кировская область;43:15:9
Дмитриевское, Малмыжское, Кировская область;43:16:1
Заречное сельское, Малмыжское, Кировская область;43:16:2
Константиновское, Малмыжское, Кировская область;43:16:3
Малмыжское, Малмыжское, Кировская область;43:16:4
Малмыжское сельское, Малмыжское, Кировская область;43:16:5
Мелетское, Малмыжское, Кировская область;43:16:6
Плотбищенское, Малмыжское, Кировская область;43:16:7
Алексеевское, Мурашинское, Кировская область;43:17:1
Стахановское, Мурашинское, Кировская область;43:17:10
Бечевское, Мурашинское, Кировская область;43:17:2
Боровицкое сельское, Мурашинское, Кировская область;43:17:3
Верхораменское, Мурашинское, Кировская область;43:17:4
Ивановское, Мурашинское, Кировская область;43:17:5
Мурашинское, Мурашинское, Кировская область;43:17:6
Мурашинское сельское, Мурашинское, Кировская область;43:17:7
Новожиловское, Мурашинское, Кировская область;43:17:8
Староверческое, Мурашинское, Кировская область;43:17:9
Верхневятское, Нагорское, Кировская область;43:18:1
Заевское, Нагорское, Кировская область;43:18:2
Мулинское, Нагорское, Кировская область;43:18:3
Николаевское, Нагорское, Кировская область;43:18:4
Николаевское сельское, Нагорское, Кировская область;43:18:5
Симоновское, Нагорское, Кировская область;43:18:6
Федоровское, Нагорское, Кировская область;43:18:7
Шевырталовское сельское, Нагорское, Кировская область;43:18:8
Архангельское сельское, Немское, Кировская область;43:19:1
Лобанское, Немское, Кировская область;43:19:2
Немское, Немское, Кировская область;43:19:3
Немское сельское, Немское, Кировская область;43:19:4
Осиновское, Немское, Кировская область;43:19:5
Чистопольское, Немское, Кировская область;43:19:6
Афанасьевское, Афанасьевское, Кировская область;43:1:1
Афанасьевское сельское, Афанасьевское, Кировская область;43:1:2
Бисеровское, Афанасьевское, Кировская область;43:1:3
Борское, Афанасьевское, Кировская область;43:1:4
Гординское, Афанасьевское, Кировская область;43:1:5
Колычевское, Афанасьевское, Кировская область;43:1:6
Лыткинское, Афанасьевское, Кировская область;43:1:7
Пашинское сельское, Афанасьевское, Кировская область;43:1:8
Кырчанское, Нолинское, Кировская область;43:20:1
Лудянское сельское, Нолинское, Кировская область;43:20:2
Медведское, Нолинское, Кировская область;43:20:3
Нолинское, Нолинское, Кировская область;43:20:4
Нолинское сельское, Нолинское, Кировская область;43:20:5
Татауровское, Нолинское, Кировская область;43:20:6
Шварихинское, Нолинское, Кировская область;43:20:7
Белореченское, Омутнинское, Кировская область;43:21:1
Залазнинское, Омутнинское, Кировская область;43:21:2
Залазнинское сельское, Омутнинское, Кировская область;43:21:3
Лупейское, Омутнинское, Кировская область;43:21:4
Омутнинское, Омутнинское, Кировская область;43:21:5
Омутнинское сельское, Омутнинское, Кировская область;43:21:6
Песковское, Омутнинское, Кировская область;43:21:7
Струговское, Омутнинское, Кировская область;43:21:8
Чернохолуницкое, Омутнинское, Кировская область;43:21:9
Альмежское, Опаринское, Кировская область;43:22:1
Речное, Опаринское, Кировская область;43:22:10
Центральное сельское, Опаринское, Кировская область;43:22:11
Шабурское сельское, Опаринское, Кировская область;43:22:12
Шадринское, Опаринское, Кировская область;43:22:13
Волмангское, Опаринское, Кировская область;43:22:2
Латышское, Опаринское, Кировская область;43:22:3
Маромицкое, Опаринское, Кировская область;43:22:4
Мирное, Опаринское, Кировская область;43:22:5
Моломское, Опаринское, Кировская область;43:22:6
Моломское сельское, Опаринское, Кировская область;43:22:7
Опаринское, Опаринское, Кировская область;43:22:8
Паломицкое, Опаринское, Кировская область;43:22:9
Быстрицкое, Оричевское, Кировская область;43:23:1
Быстряговское, Оричевское, Кировская область;43:23:2
Верхошижемское, Оричевское, Кировская область;43:23:3
Зоновское, Оричевское, Кировская область;43:23:4
Илганское, Оричевское, Кировская область;43:23:5
Коршикское, Оричевское, Кировская область;43:23:6
Оричевское, Оричевское, Кировская область;43:23:7
Пищальское, Оричевское, Кировская область;43:23:8
Среднеивкинское, Оричевское, Кировская область;43:23:9
Бурденское, Орловское, Кировская область;43:24:1
Русановское сельское, Орловское, Кировская область;43:24:2
Соловецкое, Орловское, Кировская область;43:24:3
Степановское сельское, Орловское, Кировская область;43:24:4
Тохтинское, Орловское, Кировская область;43:24:5
Халтуринское, Орловское, Кировская область;43:24:6
Бахтинское сельское, Парковое, Кировская область;43:25:1
Просницкое, Парковое, Кировская область;43:25:10
Раменское, Парковое, Кировская область;43:25:11
Рубежницкое сельское, Парковое, Кировская область;43:25:12
Слободское, Парковое, Кировская область;43:25:13
Совьинское, Парковое, Кировская область;43:25:14
Чепецкое, Парковое, Кировская область;43:25:15
Бобинское, Парковое, Кировская область;43:25:2
Ленинское, Парковое, Кировская область;43:25:3
Лянгасовское, Парковое, Кировская область;43:25:4
Медянское, Парковое, Кировская область;43:25:5
Мурыгинское сельское, Парковое, Кировская область;43:25:6
Новобыстрицкое, Парковое, Кировская область;43:25:7
Пасеговское, Парковое, Кировская область;43:25:8
Перекопское, Парковое, Кировская область;43:25:9
Каменское, Пинюгское, Кировская область;43:26:1
Кичугское, Пинюгское, Кировская область;43:26:2
Лунданское, Пинюгское, Кировская область;43:26:3
Пинюгское, Пинюгское, Кировская область;43:26:4
Подосиновское, Пинюгское, Кировская область;43:26:5
Подосиновское сельское, Пинюгское, Кировская область;43:26:6
Пушемское, Пинюгское, Кировская область;43:26:7
Щеткинское сельское, Пинюгское, Кировская область;43:26:8
Яхреньгское сельское, Пинюгское, Кировская область;43:26:9
Верхне-Сысольское, Рудниковское, Кировская область;43:27:1
Гидаевское, Рудниковское, Кировская область;43:27:2
Заводское, Рудниковское, Кировская область;43:27:3
Лесновское, Рудниковское, Кировская область;43:27:4
Рудниковское, Рудниковское, Кировская область;43:27:5
Корляковское, Санчурское, Кировская область;43:28:1
Матвинурское, Санчурское, Кировская область;43:28:2
Санчурское, Санчурское, Кировская область;43:28:3
Санчурское сельское, Санчурское, Кировская область;43:28:4
Круглыжское, Свечинское, Кировская область;43:29:1
Круглыжское сельское, Свечинское, Кировская область;43:29:2
Свечинское, Свечинское, Кировская область;43:29:3
Свечинское сельское, Свечинское, Кировская область;43:29:4
Спасское, Свечинское, Кировская область;43:29:5
Шмелевское, Свечинское, Кировская область;43:29:6
Юмское, Свечинское, Кировская область;43:29:7
Белохолуницкое, Белохолуницкое, Кировская область;43:2:1
Белохолуницкое сельское, Белохолуницкое, Кировская область;43:2:2
Елевское, Белохолуницкое, Кировская область;43:2:3
Климковское, Белохолуницкое, Кировская область;43:2:4
Прокопьевское, Белохолуницкое, Кировская область;43:2:5
Кобринское, Синегорское, Кировская область;43:30:1
Краснореченское, Синегорское, Кировская область;43:30:2
Крутоложское, Синегорское, Кировская область;43:30:3
Орлецовское, Синегорское, Кировская область;43:30:4
Первомайское, Синегорское, Кировская область;43:30:5
Синегорское, Синегорское, Кировская область;43:30:6
Ильинское, Слободское, Кировская область;43:31:1
Казанское, Слободское, Кировская область;43:31:2
Каринское, Слободское, Кировская область;43:31:3
Озерницкое, Слободское, Кировская область;43:31:4
Октябрьское, Слободское, Кировская область;43:31:5
Роговское, Слободское, Кировская область;43:31:6
Слободское, Слободское, Кировская область;43:31:7
Совьинское, Слободское, Кировская область;43:31:8
Шестаковское, Слободское, Кировская область;43:31:9
Арбажское, Сорвижское, Кировская область;43:32:1
Арбажское сельское, Сорвижское, Кировская область;43:32:2
Косинское, Сорвижское, Кировская область;43:32:3
Сорвижское, Сорвижское, Кировская область;43:32:4
Шембетское, Сорвижское, Кировская область;43:32:5
Заречное сельское, Суводское, Кировская область;43:33:1
Зашижемское, Суводское, Кировская область;43:33:2
Мокинское, Суводское, Кировская область;43:33:3
Первомайское, Суводское, Кировская область;43:33:4
Пижанское, Суводское, Кировская область;43:33:5
Пижанское сельское, Суводское, Кировская область;43:33:6
Советское, Суводское, Кировская область;43:33:7
Советское сельское, Суводское, Кировская область;43:33:8
Суводское, Суводское, Кировская область;43:33:9
Канахинское сельское, Унинское, Кировская область;43:34:1
Порезское сельское, Унинское, Кировская область;43:34:2
